req_id	category	subcategory	feature_type	feature	posix_mode_status	mctash_default	mctash_posix	tests	notes
C6.VAR.BASH.BASH_COMPAT	6	variables.bash-extension	variable	BASH_COMPAT	extension	unknown	unknown		
C6.VAR.BASH.BASH_ENV	6	variables.bash-extension	variable	BASH_ENV	extension	unknown	unknown		
C6.VAR.BASH.BASH_ARGC	6	variables.bash-extension	variable	BASH_ARGC	extension	unknown	unknown		
C6.VAR.BASH.BASH_ARGV	6	variables.bash-extension	variable	BASH_ARGV	extension	unknown	unknown		
C6.VAR.BASH.BASH_ARGV0	6	variables.bash-extension	variable	BASH_ARGV0	extension	unknown	unknown		
C6.VAR.BASH.BASH_CMDS	6	variables.bash-extension	variable	BASH_CMDS	extension	unknown	unknown		
C6.VAR.BASH.BASH_REMATCH	6	variables.bash-extension	variable	BASH_REMATCH	extension	unknown	unknown		
C6.VAR.BASH.BASH_LOADABLES_PATH	6	variables.bash-extension	variable	BASH_LOADABLES_PATH	extension	unknown	unknown		
C6.VAR.BASH.BASH_XTRACEFD	6	variables.bash-extension	variable	BASH_XTRACEFD	extension	unknown	unknown		
C6.VAR.BASH.EPOCHREALTIME	6	variables.bash-extension	variable	EPOCHREALTIME	extension	unknown	unknown		
C6.VAR.BASH.EPOCHSECONDS	6	variables.bash-extension	variable	EPOCHSECONDS	extension	unknown	unknown		
C6.VAR.BASH.RANDOM	6	variables.bash-extension	variable	RANDOM	extension	unknown	unknown		
C6.VAR.BASH.SECONDS	6	variables.bash-extension	variable	SECONDS	extension	unknown	unknown		
C6.VAR.BASH.SRANDOM	6	variables.bash-extension	variable	SRANDOM	extension	unknown	unknown		
C6.VAR.BASH.EUID	6	variables.bash-extension	variable	EUID	extension	unknown	unknown		
C6.VAR.BASH.UID	6	variables.bash-extension	variable	UID	extension	unknown	unknown		
C6.VAR.BASH.PPID	6	variables.bash-extension	variable	PPID	extension	unknown	unknown		
C6.VAR.BASH.GROUPS	6	variables.bash-extension	variable	GROUPS	extension	unknown	unknown		
C6.VAR.BASH.DIRSTACK	6	variables.bash-extension	variable	DIRSTACK	extension	unknown	unknown		
C6.VAR.BASH.FUNCNAME	6	variables.bash-extension	variable	FUNCNAME	extension	unknown	unknown		
C6.VAR.BASH.COPROC	6	variables.bash-extension	variable	COPROC	extension	unknown	unknown		
C6.VAR.BASH.REPLY	6	variables.bash-extension	variable	REPLY	extension	unknown	unknown		
C6.VAR.BASH.PROMPT_COMMAND	6	variables.bash-extension	variable	PROMPT_COMMAND	extension	unknown	unknown		
C6.VAR.BASH.PS0	6	variables.bash-extension	variable	PS0	extension	unknown	unknown		
C6.VAR.BASH.PS3	6	variables.bash-extension	variable	PS3	extension	unknown	unknown		
C6.VAR.BASH.PS4	6	variables.bash-extension	variable	PS4	extension	unknown	unknown		
C6.VAR.BASH.COMP_LINE	6	variables.bash-extension	variable	COMP_LINE	extension	unknown	unknown		
C6.VAR.BASH.COMP_POINT	6	variables.bash-extension	variable	COMP_POINT	extension	unknown	unknown		
C6.VAR.BASH.COMP_WORDS	6	variables.bash-extension	variable	COMP_WORDS	extension	unknown	unknown		
C6.VAR.BASH.COMP_CWORD	6	variables.bash-extension	variable	COMP_CWORD	extension	unknown	unknown		
C6.VAR.BASH.COMP_WORDBREAKS	6	variables.bash-extension	variable	COMP_WORDBREAKS	extension	unknown	unknown		
C6.VAR.BASH.COMP_TYPE	6	variables.bash-extension	variable	COMP_TYPE	extension	unknown	unknown		
C6.VAR.BASH.COMP_KEY	6	variables.bash-extension	variable	COMP_KEY	extension	unknown	unknown		
C6.VAR.BASH.COMPREPLY	6	variables.bash-extension	variable	COMPREPLY	extension	unknown	unknown		
C6.VAR.BASH.HISTFILE	6	variables.bash-extension	variable	HISTFILE	extension	unknown	unknown		
C6.VAR.BASH.HISTSIZE	6	variables.bash-extension	variable	HISTSIZE	extension	unknown	unknown		
C6.VAR.BASH.HISTFILESIZE	6	variables.bash-extension	variable	HISTFILESIZE	extension	unknown	unknown		
C6.VAR.BASH.HISTCONTROL	6	variables.bash-extension	variable	HISTCONTROL	extension	unknown	unknown		
C6.VAR.BASH.HISTIGNORE	6	variables.bash-extension	variable	HISTIGNORE	extension	unknown	unknown		
C6.VAR.BASH.HISTTIMEFORMAT	6	variables.bash-extension	variable	HISTTIMEFORMAT	extension	unknown	unknown		
C6.VAR.BASH.HOSTFILE	6	variables.bash-extension	variable	HOSTFILE	extension	unknown	unknown		
C6.VAR.BASH.FCEDIT	6	variables.bash-extension	variable	FCEDIT	extension	unknown	unknown		
C6.VAR.BASH.TMOUT	6	variables.bash-extension	variable	TMOUT	extension	unknown	unknown		
C7.INT.01	7	interactive	interactive	prompt escapes in PS1/PS2/PS4 (\u, \h, \w, \!, etc.)	n/a	unknown	out_of_scope		
C7.INT.02	7	interactive	interactive	PROMPT_COMMAND execution before primary prompt	n/a	unknown	out_of_scope		
C7.INT.03	7	interactive	interactive	readline editing modes emacs/vi	n/a	unknown	out_of_scope		
C7.INT.04	7	interactive	interactive	bind builtin keymap/query/assignment	n/a	unknown	out_of_scope		
C7.INT.05	7	interactive	interactive	history list/edit/delete/write/read	n/a	unknown	out_of_scope		
C7.INT.06	7	interactive	interactive	history expansion ! forms	n/a	unknown	out_of_scope		
C7.INT.07	7	interactive	interactive	fc editor/list/re-exec flows	n/a	unknown	out_of_scope		
C7.INT.08	7	interactive	interactive	programmable completion complete/compgen/compopt	n/a	unknown	out_of_scope		
C7.INT.09	7	interactive	interactive	completion variables COMP_* and COMPREPLY	n/a	unknown	out_of_scope		
C7.INT.10	7	interactive	interactive	interactive comments behavior (interactive_comments)	n/a	unknown	out_of_scope		
C8.JOB.01	8	jobs-signals	behavior	job table maintenance for async commands	present	unknown	unknown		
C8.JOB.02	8	jobs-signals	behavior	jobs builtin listing forms	present	unknown	unknown		
C8.JOB.03	8	jobs-signals	behavior	fg builtin jobspec resume in foreground	n/a	unknown	out_of_scope		
C8.JOB.04	8	jobs-signals	behavior	bg builtin jobspec resume in background	present	unknown	unknown		
C8.JOB.05	8	jobs-signals	behavior	wait builtin with pid/jobspec and status propagation	present	unknown	unknown		
C8.JOB.06	8	jobs-signals	behavior	trap set/list/clear handlers	present	unknown	unknown		
C8.JOB.07	8	jobs-signals	behavior	signal delivery to foreground jobs	n/a	unknown	out_of_scope		
C8.JOB.08	8	jobs-signals	behavior	SIGINT/SIGQUIT/SIGTERM handling semantics	present	unknown	unknown		
C8.JOB.09	8	jobs-signals	behavior	EXIT trap semantics	present	unknown	unknown		
C8.JOB.10	8	jobs-signals	behavior	DEBUG/RETURN/ERR trap options and inheritance	present	unknown	unknown		
C8.JOB.11	8	jobs-signals	behavior	set -m monitor mode behavior	n/a	unknown	out_of_scope		
C8.JOB.12	8	jobs-signals	behavior	notification mode set -b/notify	n/a	unknown	out_of_scope		
C9.COMP.01	9	compatibility	behavior	restricted shell command/path assignment limits	changed	unknown	unknown		
C9.COMP.02	9	compatibility	behavior	rbash invocation behavior	changed	unknown	unknown		
C9.COMP.03	9	compatibility	behavior	BASH_COMPAT compatibility levels	changed	unknown	unknown		
C9.COMP.04	9	compatibility	behavior	shopt compat31..compat44 switches	changed	unknown	unknown		
C9.COMP.05	9	compatibility	behavior	invoked-as-sh behavior changes	changed	unknown	unknown		
C9.COMP.06	9	compatibility	behavior	posix mode deviations from default bash	changed	unknown	unknown		
C9.COMP.07	9	compatibility	behavior	compatibility and mode diagnostics surfaces	changed	unknown	unknown		
C10.STATE.01	10	state-model	behavior	variables assignment attributes (declare/local/typeset)	changed	unknown	unknown		
C10.STATE.02	10	state-model	behavior	readonly/export attribute propagation	changed	unknown	unknown		
C10.STATE.03	10	state-model	behavior	array/indexed/assoc state model	changed	unknown	unknown		
C10.STATE.04	10	state-model	behavior	environment import/export behavior	changed	unknown	unknown		
C10.STATE.05	10	state-model	behavior	startup-time variable influences (POSIXLY_CORRECT, BASH_ENV, ENV)	changed	unknown	unknown		
C10.STATE.06	10	state-model	behavior	special variable side effects (RANDOM, LINENO, SECONDS, REPLY)	changed	unknown	unknown		
C11.SHOPT.ASSOC_EXPAND_ONCE	11	shopt-option-surface	option	assoc_expand_once	extension	unknown	unknown		
C11.SHOPT.AUTOCD	11	shopt-option-surface	option	autocd	extension	unknown	unknown		
C11.SHOPT.CDABLE_VARS	11	shopt-option-surface	option	cdable_vars	extension	unknown	unknown		
C11.SHOPT.CDSPELL	11	shopt-option-surface	option	cdspell	extension	unknown	unknown		
C11.SHOPT.CHECKHASH	11	shopt-option-surface	option	checkhash	extension	unknown	unknown		
C11.SHOPT.CHECKJOBS	11	shopt-option-surface	option	checkjobs	extension	unknown	unknown		
C11.SHOPT.CHECKWINSIZE	11	shopt-option-surface	option	checkwinsize	extension	unknown	unknown		
C11.SHOPT.CMDHIST	11	shopt-option-surface	option	cmdhist	extension	unknown	unknown		
C11.SHOPT.COMPAT31	11	shopt-option-surface	option	compat31	extension	unknown	unknown		
C11.SHOPT.COMPAT32	11	shopt-option-surface	option	compat32	extension	unknown	unknown		
C11.SHOPT.COMPAT40	11	shopt-option-surface	option	compat40	extension	unknown	unknown		
C11.SHOPT.COMPAT41	11	shopt-option-surface	option	compat41	extension	unknown	unknown		
C11.SHOPT.COMPAT42	11	shopt-option-surface	option	compat42	extension	unknown	unknown		
C11.SHOPT.COMPAT43	11	shopt-option-surface	option	compat43	extension	unknown	unknown		
C11.SHOPT.COMPAT44	11	shopt-option-surface	option	compat44	extension	unknown	unknown		
C11.SHOPT.COMPLETE_FULLQUOTE	11	shopt-option-surface	option	complete_fullquote	extension	unknown	unknown		
C11.SHOPT.DIREXPAND	11	shopt-option-surface	option	direxpand	extension	unknown	unknown		
C11.SHOPT.DIRSPELL	11	shopt-option-surface	option	dirspell	extension	unknown	unknown		
C11.SHOPT.DOTGLOB	11	shopt-option-surface	option	dotglob	extension	unknown	unknown		
C11.SHOPT.EXECFAIL	11	shopt-option-surface	option	execfail	extension	unknown	unknown		
C11.SHOPT.EXPAND_ALIASES	11	shopt-option-surface	option	expand_aliases	extension	unknown	unknown		
C11.SHOPT.EXTDEBUG	11	shopt-option-surface	option	extdebug	extension	unknown	unknown		
C11.SHOPT.EXTGLOB	11	shopt-option-surface	option	extglob	extension	unknown	unknown		
C11.SHOPT.EXTQUOTE	11	shopt-option-surface	option	extquote	extension	unknown	unknown		
C11.SHOPT.FAILGLOB	11	shopt-option-surface	option	failglob	extension	unknown	unknown		
C11.SHOPT.FORCE_FIGNORE	11	shopt-option-surface	option	force_fignore	extension	unknown	unknown		
C11.SHOPT.GLOBASCIIRANGES	11	shopt-option-surface	option	globasciiranges	extension	unknown	unknown		
C11.SHOPT.GLOBSTAR	11	shopt-option-surface	option	globstar	extension	unknown	unknown		
C11.SHOPT.GNU_ERRFMT	11	shopt-option-surface	option	gnu_errfmt	extension	unknown	unknown		
C11.SHOPT.HISTAPPEND	11	shopt-option-surface	option	histappend	extension	unknown	unknown		
C11.SHOPT.HISTREEDIT	11	shopt-option-surface	option	histreedit	extension	unknown	unknown		
C11.SHOPT.HISTVERIFY	11	shopt-option-surface	option	histverify	extension	unknown	unknown		
C11.SHOPT.HOSTCOMPLETE	11	shopt-option-surface	option	hostcomplete	extension	unknown	unknown		
C11.SHOPT.HUPONEXIT	11	shopt-option-surface	option	huponexit	extension	unknown	unknown		
C11.SHOPT.INHERIT_ERREXIT	11	shopt-option-surface	option	inherit_errexit	extension	unknown	unknown		
C11.SHOPT.INTERACTIVE_COMMENTS	11	shopt-option-surface	option	interactive_comments	extension	unknown	unknown		
C11.SHOPT.LASTPIPE	11	shopt-option-surface	option	lastpipe	extension	unknown	unknown		
C11.SHOPT.LITHIST	11	shopt-option-surface	option	lithist	extension	unknown	unknown		
C11.SHOPT.LOCALVAR_INHERIT	11	shopt-option-surface	option	localvar_inherit	extension	unknown	unknown		
C11.SHOPT.LOCALVAR_UNSET	11	shopt-option-surface	option	localvar_unset	extension	unknown	unknown		
C11.SHOPT.LOGIN_SHELL	11	shopt-option-surface	option	login_shell	extension	unknown	unknown		
C11.SHOPT.MAILWARN	11	shopt-option-surface	option	mailwarn	extension	unknown	unknown		
C11.SHOPT.NO_EMPTY_CMD_COMPLETION	11	shopt-option-surface	option	no_empty_cmd_completion	extension	unknown	unknown		
C11.SHOPT.NOCASEGLOB	11	shopt-option-surface	option	nocaseglob	extension	unknown	unknown		
C11.SHOPT.NOCASEMATCH	11	shopt-option-surface	option	nocasematch	extension	unknown	unknown		
C11.SHOPT.NULLGLOB	11	shopt-option-surface	option	nullglob	extension	unknown	unknown		
C11.SHOPT.PROGCOMP	11	shopt-option-surface	option	progcomp	extension	unknown	unknown		
C11.SHOPT.PROGCOMP_ALIAS	11	shopt-option-surface	option	progcomp_alias	extension	unknown	unknown		
C11.SHOPT.PROMPTVARS	11	shopt-option-surface	option	promptvars	extension	unknown	unknown		
C11.SHOPT.RESTRICTED_SHELL	11	shopt-option-surface	option	restricted_shell	extension	unknown	unknown		
C11.SHOPT.SHIFT_VERBOSE	11	shopt-option-surface	option	shift_verbose	extension	unknown	unknown		
C11.SHOPT.SOURCEPATH	11	shopt-option-surface	option	sourcepath	extension	unknown	unknown		
C11.SHOPT.XPG_ECHO	11	shopt-option-surface	option	xpg_echo	extension	unknown	unknown		
C11.MODE.01	11	mode-framework	behavior	set -o option reporting format	changed	unknown	unknown		
C11.MODE.02	11	mode-framework	behavior	shopt -p reporting format	changed	unknown	unknown		
C11.MODE.03	11	mode-framework	behavior	diagnostic style selection (bash/ash modes)	changed	unknown	unknown		
C11.MODE.04	11	mode-framework	behavior	mode selection by argv0 (sh/ash/dash vs bash/mctash)	changed	unknown	unknown		
C11.MODE.05	11	mode-framework	behavior	restricted-mode enforcement matrix	changed	unknown	unknown		
C12.MATRIX.01	12	requirements-matrix	meta	matrix column: bash default comparator	present	unknown	unknown		
C12.MATRIX.02	12	requirements-matrix	meta	matrix column: bash --posix comparator	present	unknown	unknown		
C12.MATRIX.03	12	requirements-matrix	meta	matrix column: mctash default mode	present	unknown	unknown		
C12.MATRIX.04	12	requirements-matrix	meta	matrix column: mctash --posix mode	present	unknown	unknown		
C12.MATRIX.05	12	requirements-matrix	meta	matrix row must map to at least one executable case id	present	unknown	unknown		
C12.MATRIX.06	12	requirements-matrix	meta	matrix row must record POSIX classification	present	unknown	unknown		
C12.MATRIX.07	12	requirements-matrix	meta	matrix row must avoid grouped shorthand and etc	present	unknown	unknown		
